,Metabolit,Part,Molecular Formula,Molecular Weight,CID Kanaya,CID Pubchem,Canonical SMILES,Referensi  Antivirus,Referensi  Antimalaria/Antiplasmodium,Referensi  Treatment Meningitis,enumerator,species,CID PubChem,Referensi,Akar,Batang,Daun,Bunga,Buah,Referensi kandungan,Referensi Kandungan,Biji,Essential oil,Cabang,sinonim,Referensi 1,Referensi 2,referensi 3 (part),Sinonim,Referensi 1 (Metabolite),Referensi 2 ,Referensi 3,Referensi 1 (metabolit),"Referensi 2 (3D, Smiles)"
2818,Convallatoxin,,C29H42O10,550.27779756,C00003612,441852,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2819,Antiarone K,,C22H26O7,402.16785319,C00007111,42607618,CC(C)(C1CC2=C(C1CC(=O)C3=C(C=C(C=C3O)O)O)C=CC(=C2OC)OC)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2820,Antiarone E,,C26H30O6,438.20423869,C00007113,14777669,CC(=CCC1=CC(=C(C(=C1OC)O)CC=C(C)C)C=CC(=O)C2=C(C=C(C=C2O)O)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2821,Antiarone J,,C26H32O7,456.21480338,C00007114,42607617,CC(=CCC1=CC2=C(CC(C2CC(=O)C3=C(C=C(C=C3O)O)O)C(C)(C)O)C(=C1OC)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2822,Antiarone D,,C26H30O6,438.20423869,C00007115,42607616,CC(=CCC1=C(C=CC(=C1OC)O)C=CC(=O)C2=C(C=C(C(=C2O)CC=C(C)C)O)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2823,Antiarone C,,C26H30O6,438.20423869,C00007116,14777670,CC(=CCC1=C(C=CC(=C1O)OC)/C=C/C(=O)C2=C(C=C(C(=C2O)CC=C(C)C)O)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2824,Antiarone A,,C25H26O6,422.17293856,C00008033,42607769,CC(=CCC1=C(C=CC(=C1O)O)C=C2C(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2825,Antiarone B,,C25H26O6,422.17293856,C00008034,42607770,CC(=CCC1=CC(=C(C(=C1O)O)CC=C(C)C)C=C2C(=O)C3=C(C=C(C=C3O2)O)O)C,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2826,Cannogenol-3-O-alpha-L-rhamnoside,,C29H44O9,536.298533,C00029899,160874,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)CO)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2827,Deglucocheirotoxin,,C29H42O10,550.27779756,C00030102,16401455,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2828,Strophalloside,,C29H42O10,550.27779756,C00032211,23618277,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2829,Strophanolloside,,C29H44O10,552.29344763,C00032212,25058059,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)CO)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2830,Strophanthidin,,C23H32O6,404.21988875,C00032213,6185,CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)C=O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2831,Strophanthidol,,C23H34O6,406.23553882,C00032214,258412,CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)CO)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2832,Malayoside,,C29H42O9,534.28288294,C00051442,49799516,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)O)O,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2833,Antiarigenin-3-O-beta-D-6-deoxy-alloside,,C29H42O11,566.27271219,C00029698,,,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2834,Antiarojavoside,,C30H44O11,580.28836225,C00029699,,,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2835,Strophanthojavoside,,C30H44O10,564.29344763,C00032215,,,,,,Rahma (RN),Antiaris toxicaria,,,,,,,,,,,,,,,,,,,,,,
2836,Norartocarpetin,,C15H10O6,286.04773805,C00003859,5481970,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2837,Artocarpetin,,C16H12O6,300.06338812,C00003860,12308618,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=C(C=C(C=C3)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2838,Artocarpesin,,C20H18O6,354.11033831,C00004025,399491,CC(=CCC1=C(C2=C(C=C1O)OC(=CC2=O)C3=C(C=C(C=C3)O)O)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2839,Oxidihydroartocarpesin,,C20H18O7,370.10525293,C00004026,44258290,CC(C)(C=CC1=C(C2=C(C=C1O)OC(=CC2=O)C3=C(C=C(C=C3)O)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2840,Mulberrin,,C25H26O6,422.17293856,C00004028,5481958,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2841,Kuwanon T,,C25H26O6,422.17293856,C00004030,15231527,CC(=CCC1=C(C=CC(=C1O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)CC=C(C)C)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2842,Artocarpin,,C26H28O6,436.18858863,C00004032,5458461,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2843,Cycloartocarpesin,,C20H16O6,352.09468824,C00004053,15224382,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C=C(O3)C4=C(C=C(C=C4)O)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2844,Cycloheterophyllin,,C30H30O7,502.19915331,C00004064,5316250,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)C(OC5=CC(=C(C=C54)O)O)C=C(C)C)O)C=CC(O2)(C)C)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2845,Cycloartocarpin A,,C26H26O6,434.17293856,C00004101,44258302,CC(C)C=CC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2846,Artonin C,,C40H38O10,678.24649744,C00008079,14681571,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)C=CC(C)C)O)C4=C(C=CC(=C4O)C(=O)C=CC5=C(C=C(C=C5)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2847,Artonin D,,C40H36O10,676.23084737,C00008080,14681573,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C4=C(C=C3)OC(C=C4)(C)C)O)C5=C(C=CC(=C5O)C(=O)C=CC6=C(C=C(C=C6)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2848,Artocarpanone,,C16H14O6,302.07903818,C00008362,12000157,COC1=CC(=C2C(=O)CC(OC2=C1)C3=C(C=C(C=C3)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2849,Heteroflavanone C,,C23H26O7,414.16785319,C00008503,42608025,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3OC)OC)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2850,Heteroflavanone B,,C24H28O7,428.18350325,C00008505,42608026,CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=C(C=C(C=C3OC)OC)OC)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2851,Heteroflavanone A,,C19H20O7,360.12090299,C00008535,42608055,COC1=CC(=C2C(=O)CC(OC2=C1)C3=C(C=C(C=C3OC)OC)OC)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2852,Artonin U,,C21H20O5,352.13107375,C00013410,44258358,CC(=CCC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2853,Artocarpetin B,,C22H22O6,382.14163844,C00013418,15231525,CC(=CCC1=C(C=C(C2=C1OC(=CC2=O)C3=C(C=C(C=C3)O)OC)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2854,Heteroartonin A,,C26H28O7,452.18350325,C00013421,15231526,CC(=CCC1=C(C(=CC(=C1OC)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)CC=C(C)C)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2855,Heterophyllin,,C30H32O7,504.21480338,C00013460,14557105,CC(=CCC1=C2C(=C(C3=C1OC(=C(C3=O)CC=C(C)C)C4=CC(=C(C=C4O)O)O)O)C=CC(O2)(C)C)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2856,Artonin L,,C22H20O7,396.12090299,C00013479,44258662,CC1(C2CC3=C(C4=C(C=C(C(=C24)O1)O)OC)OC5=CC(=CC(=C5C3=O)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2857,Artonin K,,C21H18O7,382.10525293,C00013480,15340661,CC1(C2CC3=C(C4=C2C(=C(C=C4O)O)O1)OC5=CC(=CC(=C5C3=O)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2858,Artonin J,,C25H24O7,436.15220312,C00013481,44258663,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)O)C(OC3=C1O)(C)C)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2859,Artonin T,,C26H26O7,450.16785319,C00013482,44258664,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)OC)C(OC3=C1O)(C)C)O)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2860,Artonin S,,C26H28O7,452.18350325,C00013504,44258666,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC(C3)C(C)(C)O)OC)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2861,Artonin A,,C30H30O7,502.19915331,C00029737,14557102,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)CC5C6=C4C(=CC(=C6OC5(C)C)O)O)O)C=CC(O2)(C)C)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2862,Artonin B,,C30H30O7,502.19915331,C00029738,11964501,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)CC(C5=C4C(=CC(=C5O)O)O)C(=C)C)O)C=CC(O2)(C)C)C,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2863,Artonin I,,C40H36O11,692.22576199,C00008081,57335177,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C5=C(C=C4O)OC(=CC5=O)C6=C(C=C(C=C6)O)O)O,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2864,Artonin X,,C40H38O9,662.25158281,C00008082,,,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2865,"5,2'-Dihydroxy-7,4'-dimethoxyflavanone",,C17H16O6,316.09468824,C00014123,,,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2866,Artoindonesianin F,,C19H20O4,312.13615913,C00029731,,,,,,Rahma (RN),Artocarpus heterophyllus,,,,,,,,,,,,,,,,,,,,,,
2867,Cyclomorusin,,C25H22O6,418.14163844,C00004029,5481969,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)O)OC4=C(C2=O)C(=CC5=C4C=CC(O5)(C)C)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2868,Artocarpin,,C26H28O6,436.18858863,C00004032,5458461,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2869,Cyclomulberrin,,C25H24O6,420.1572885,C00004061,11742872,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC3C=C(C)C)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2870,Cycloartocarpin,,C26H26O6,434.17293856,C00004062,44258302,CC(C)C=CC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2871,Isocyclomorusin,,C25H22O6,418.14163844,C00004098,5316261,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=CC(O5)(C)C)C(=C4C2=O)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2872,Isocyclomulberrin,,C25H24O6,420.1572885,C00004099,5316260,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)O)C=C(C)C)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2873,Cycloaltilisin,,C26H26O7,450.16785319,C00004100,44258301,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C4=CC(=C(C=C4OC3C=C(C)C)OC)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2874,Artonin E,,C25H24O7,436.15220312,C00004106,5481962,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=CC(=C(C=C4O)O)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2875,Cycloartobiloxanthone,,C25H22O7,434.13655306,C00013485,10342859,CC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)CC5C6=C4C(=CC(=C6OC5(C)C)O)O)O)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2876,Cycloaltilisin 7,,C25H26O5,406.17802394,C00014236,11811595,CC(=CCCC1(C=CC2=C(O1)C=C(C3=C2OC(CC3=O)C4=CC=C(C=C4)O)O)C)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2877,Chaplashin,,C26H28O7,452.18350325,C00029937,90472917,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC(C3)C(C)(C)O)OC,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2878,Artonol B,,C24H20O7,420.12090299,C00029740,10740797,CC(=O)C1=C2C(=CC3=C1C(=O)OC3(C)C)C(=O)C4=C(O2)C5=C(C=C4O)OC(C=C5)(C)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2879,Cycloaltilisin 6,,C50H58O10,818.40299807,C00014638,10190977,CC(=CCCC(=CCC1=C(C(=C(C=C1CCC(=O)C2=C(C=C(C=C2)O)O)C3=CC(=C(C(=C3CCC(=O)C4=C(C=C(C=C4)O)O)CC=C(C)CCC=C(C)C)O)O)O)O)C)C,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2880,"1-(2,4-Dihydroxyphenyl)-3-[8-hydroxy-2-methyl-2-(4-methyl-3-pentenyl)-2H-1-benzopyran-5-yl]-1-propanone",,C25H28O5,408.193674,C00008019,,,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2881,Artoindonesianin F,,C19H20O4,312.13615913,C00029731,,,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2882,Cyclocommunin,,C25H24O6,420.1572885,C00030075,,,,,,Rahma (RN),Artocarpus altilis,,,,,,,,,,,,,,,,,,,,,,
2883,(+)-Catechin,,C15H14O6,290.07903818,C00000947,9064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2884,Oxyresveratrol,,C14H12O4,244.07355887,C00002893,5281717,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2885,Resveratrol,,C14H12O3,228.07864425,C00002903,445154,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2886,Norartocarpetin,,C15H10O6,286.04773805,C00003859,5481970,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2887,Norartocarpanone,,C15H12O6,288.06338812,C00008367,21596130,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2888,Dihydromorin,,C15H12O7,304.05830274,C00008570,362637,C1=CC(=C(C=C1O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2889,Isogemichalcone B,,C29H26O7,486.16785319,C00014451,42607532,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)COC(=O)C=CC3=CC=C(C=C3)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2890,Gemichalcone B,,C29H26O7,486.16785319,C00014452,10413126,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)COC(=O)C=CC3=CC=C(C=C3)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2891,Moracin M,,C14H10O4,242.05790881,C00019309,185848,C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O,,,,Rahma (RN),Artocarpus dadah,,,,v,,,,,https://media.neliti.com/media/publications/220593-diversity-of-secondary-metabolites-from.pdf,,,,,,,,,,,,,
2892,Engeletin,,C21H22O10,434.4,,6453452,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2893,Dadahol A,,C39H38O12,698.23632668,C00045272,10908643,COC1=CC(=CC(=C1OC(COC(=O)C=CC2=CC=C(C=C2)O)C(C3=CC(=C(C=C3)O)OC)O)OC)C=CCOC(=O)C=CC4=CC=C(C=C4)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2894,Dadahol B,,C38H36O11,668.22576199,C00045273,11146784,COC1=C(C=CC(=C1)C=CCOC(=O)C=CC2=CC=C(C=C2)O)OC(COC(=O)C=CC3=CC=C(C=C3)O)C(C4=CC(=C(C=C4)O)OC)O,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2895,Dihydrokaempferol-3-O-alpha-L-rhamnopyranoside,,C21H22O10,434.12129692,C00008672,,,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2896,Epiafzelechin-(4beta->8)-epicatechin,,C30H26O11,562.14751167,C00009059,,,,,,Rahma (RN),Artocarpus dadah,,,,,,,,,,,,,,,,,,,,,,
2897,Cudraflavone C,,C25H26O6,422.17293856,C00013412,5319924,CC(=CCC1=C(C2=C(C=C1O)OC(=C(C2=O)CC=C(C)C)C3=C(C=C(C=C3)O)O)O)C,,,,Rahma (RN),Artocarpus glaucus,,,,,,,,,,,,,,,,,,,,,,
2898,Catechin,,C15H14O6,290.27,,9064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,,,,Rahma (RN),Artocarpus glaucus,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s11418-006-0048-0.pdf,,,,,,,,,,,,,
2899,Oxyresveratrol,,C14H12O4,244.07355887,C00002893,5281717,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
2900,Mulberrin,,C25H26O6,422.17293856,C00004028,5481958,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)C,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
2901,Andalasin A,,C28H24O8,488.14711774,C00019262,44576243,C1=CC(=C(C=C1O)O)C=CC2=CC(=C(C(=C2)O)C(CC3=CC(=CC(=C3)O)O)C4=C(C=C(C=C4)O)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
2902,Artogomezianol,,C28H24O8,488.14711774,C00045669,11102981,C1=CC(=C(C=C1O)O)C(CC2=CC(=CC(=C2)O)O)C3=C(C=C(C(=C3)C=CC4=CC(=CC(=C4)O)O)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
2903,Catechin,,C15H14O6,290.27,,9064,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s11418-006-0048-0.pdf,,,,,,,,,,,,,
2904,trans-Stilbene,,C14H12,180.24,,638088,C1=CC=C(C=C1)C=CC2=CC=CC=C2,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s11418-006-0048-0.pdf,,,,,,,,,,,,,
2905,Albafuran B,,C24H26O4,378.5,,14237687,CC(=CCCC(=CCC1=C(C=C(C=C1O)C2=CC3=C(O2)C=C(C=C3)O)O)C)C,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s11418-006-0048-0.pdf,,,,,,,,,,,,,
2906,Moracin C,,C19H18O4,310.3,,155248,CC(=CCC1=C(C=C(C=C1O)C2=CC3=C(O2)C=C(C=C3)O)O)C,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,https://link.springer.com/content/pdf/10.1007/s11418-006-0048-0.pdf,,,,,,,,,,,,,
2907,phenyl-beta-naphthylamine,,C16H13N,219.28,,8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2908,isocyclomorusin,,C25H22O6,418.4,,5316261,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=CC(O5)(C)C)C(=C4C2=O)O)C,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2909,cycloartocarpin,,C26H26O6,434.5,,44258302,CC(C)C=CC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2910,artocarpin,,C26H28O6,436.5,,5458461,CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2911,norartocarpetin,,C15H10O6,286.24,,5481970,C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2912,cudraflavone C,,C25H26O6,422.5,,5319924,CC(=CCC1=C(C2=C(C=C1O)OC(=C(C2=O)CC=C(C)C)C3=C(C=C(C=C3)O)O)O)C,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2913,albanin A,,C20H18O6,354.4,,5481961,CC(=CCC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=C(C=C(C=C3)O)O)C,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2914,resveratrol,,C14H12O3,228.24,,445154,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,,,,Rahma (RN),Artocarpus gomezianus,,,v,,,,,,https://pubmed.ncbi.nlm.nih.gov/10821057/,,,,,,,,,,,,,
2915,Artoindonesianin N,,C20H22O3,310.15689457,C00019234,,,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
2916,Artoindonesianin O,,C20H20O4,324.13615913,C00019235,,,,,,Rahma (RN),Artocarpus gomezianus,,,,,,,,,,,,,,,,,,,,,,
