,enumerator,family,family_2,misc1,misc2,misc3,file,path
5941,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin K_CID_10365740.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin K_CID_10365740.sdf
5942,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin L_CID_10365741.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin L_CID_10365741.sdf
5943,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin M_CID_135891244.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin M_CID_135891244.sdf
5944,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin N_CID_44233937.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin N_CID_44233937.sdf
5945,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin O_CID_135915201.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin O_CID_135915201.sdf
5946,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin P_CID_44233939.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin P_CID_44233939.sdf
5947,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin Q_CID_44233940.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin Q_CID_44233940.sdf
5948,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin R_CID_45269028.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin R_CID_45269028.sdf
5949,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin S_CID_44234197.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin S_CID_44234197.sdf
5950,Dian (DFS),8. Ophioglossaceae,Helminthostachys dulcis,,,,Ugonin T_CID_44234198.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Helminthostachys dulcis/Ugonin T_CID_44234198.sdf
5951,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Kaempferol_CID_5280863.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Kaempferol_CID_5280863.sdf
5952,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Quercetin 3-O-methyl ether_CID_5280681.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Quercetin 3-O-methyl ether_CID_5280681.sdf
5953,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Quercetin 3-O-L-rhamnoside_CID_5280459.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Quercetin 3-O-L-rhamnoside_CID_5280459.sdf
5954,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Ophioglonin_CID_11461162.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Ophioglonin_CID_11461162.sdf
5955,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Ophioglonin 7-O-beta-D-glucopyranoside_CID_11454351.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Ophioglonin 7-O-beta-D-glucopyranoside_CID_11454351.sdf
5956,Dian (DFS),8. Ophioglossaceae,Ophioglossum petiolatum,,,,Ophioglonol prenyl ether_CID_11474580.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/8. Ophioglossaceae/Ophioglossum petiolatum/Ophioglonol prenyl ether_CID_11474580.sdf
5957,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Ascorbic acid _CID_54670067.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Ascorbic acid _CID_54670067.sdf
5958,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Gallic acid_CID_370.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Gallic acid_CID_370.sdf
5959,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Catechin_CID_9064.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Catechin_CID_9064.sdf
5960,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,p-Hydroxy benzoic acid_CID_135.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/p-Hydroxy benzoic acid_CID_135.sdf
5961,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Caffeic acid _CID_689043.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Caffeic acid _CID_689043.sdf
5962,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Syringic acid_CID_10742.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Syringic acid_CID_10742.sdf
5963,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Rutin_CID_5280805.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Rutin_CID_5280805.sdf
5964,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,p-coumaric acid_CID_637542.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/p-coumaric acid_CID_637542.sdf
5965,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Sinapic acid_CID_637775.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Sinapic acid_CID_637775.sdf
5966,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Ferulic acid_CID_445858.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Ferulic acid_CID_445858.sdf
5967,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Naringin_CID_442428.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Naringin_CID_442428.sdf
5968,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Quercetin_CID_5280343.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Quercetin_CID_5280343.sdf
5969,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Apigenin_CID_5280443.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Apigenin_CID_5280443.sdf
5970,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Kaempferol_CID_5280863.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Kaempferol_CID_5280863.sdf
5971,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"1,3-Propanediol_CID_10442.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/1,3-Propanediol_CID_10442.sdf"
5972,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"1,2,3-Propanetriol, 1-acetate_CID_33510.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/1,2,3-Propanetriol, 1-acetate_CID_33510.sdf"
5973,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Butanamide_CID_10927.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Butanamide_CID_10927.sdf
5974,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Phenyl(piperidin-3-yl)methanone_CID_6420671.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Phenyl(piperidin-3-yl)methanone_CID_6420671.sdf
5975,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"4-Methyl-2-pentadecyl-1,3-dioxane_CID_568102.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/4-Methyl-2-pentadecyl-1,3-dioxane_CID_568102.sdf"
5976,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,β-Selinene_CID_442393.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/β-Selinene_CID_442393.sdf
5977,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Longipinocarvone_CID_535296.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Longipinocarvone_CID_535296.sdf
5978,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Hexadecan-1-ol _CID_13451135.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Hexadecan-1-ol _CID_13451135.sdf
5979,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Methyl 14-methylpentadecanoate_CID_21205.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Methyl 14-methylpentadecanoate_CID_21205.sdf
5980,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Squalene_CID_638072.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Squalene_CID_638072.sdf
5981,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"2-Propen-1-ol, 3-(2,6,6-trimethyl-1-cyclohexen-1-yl)_CID_590095.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/2-Propen-1-ol, 3-(2,6,6-trimethyl-1-cyclohexen-1-yl)_CID_590095.sdf"
5982,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,m-Toluylaldehyde_CID_12105.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/m-Toluylaldehyde_CID_12105.sdf
5983,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"1,2,3-Propanetriol, diacetate_CID_66021.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/1,2,3-Propanetriol, diacetate_CID_66021.sdf"
5984,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"5-Ethyl-2-methyl-2,3-dihydrofuran_CID_545814.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/5-Ethyl-2-methyl-2,3-dihydrofuran_CID_545814.sdf"
5985,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol_CID_5284507.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol_CID_5284507.sdf"
5986,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,Linoleoyl chloride_CID_9817754.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/Linoleoyl chloride_CID_9817754.sdf
5987,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol (farnesol )_CID_445070.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol (farnesol )_CID_445070.sdf"
5988,Dian (DFS),9. Orchidaceae,Aerides odoratum,,,,"9,12,15-Octadecatrienoic acid, methylester, (Z,Z,Z)_CID_5319706.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Aerides odoratum/9,12,15-Octadecatrienoic acid, methylester, (Z,Z,Z)_CID_5319706.sdf"
5989,Dian (DFS),9. Orchidaceae,Dendrobium macrophyllum ,,,,4-(4-Hydroxyphenyl)-2-butanone_CID_21648.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Dendrobium macrophyllum /4-(4-Hydroxyphenyl)-2-butanone_CID_21648.sdf
5990,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,Hexadecanoic acid_CID_985.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /Hexadecanoic acid_CID_985.sdf
5991,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,Ethyl ester_CID_8857.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /Ethyl ester_CID_8857.sdf
5992,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,3-Deoxy-d-mannoic lactone_CID_541561.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /3-Deoxy-d-mannoic lactone_CID_541561.sdf
5993,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,"2,3-Butanediol _CID_262.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /2,3-Butanediol _CID_262.sdf"
5994,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,1H-Pyrrole-2-Carbonitrile_CID_138277.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /1H-Pyrrole-2-Carbonitrile_CID_138277.sdf
5995,Dian (DFS),9. Orchidaceae,Geodorum densiflorum ,,,,"4H- Pyran-4-one, 3,5-dihydroxy-2-methyl- _CID_70627.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Geodorum densiflorum /4H- Pyran-4-one, 3,5-dihydroxy-2-methyl- _CID_70627.sdf"
5996,Dian (DFS),9. Orchidaceae,Grammatophyllum speciosum ,,,,(R)-2-benzylmalic acid_CID_11229827.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Grammatophyllum speciosum /(R)-2-benzylmalic acid_CID_11229827.sdf
5997,Dian (DFS),9. Orchidaceae,Liparis eggersii,,,,friedelin_CID_91472.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Liparis eggersii/friedelin_CID_91472.sdf
5998,Dian (DFS),9. Orchidaceae,Liparis eggersii,,,,p-hydroxybenzaldehyde_CID_126.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Liparis eggersii/p-hydroxybenzaldehyde_CID_126.sdf
5999,Dian (DFS),9. Orchidaceae,Liparis eggersii,,,,Swertisin_CID_124034.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Liparis eggersii/Swertisin_CID_124034.sdf
6000,Dian (DFS),9. Orchidaceae,Liparis eggersii,,,,thymidine_CID_5789.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Liparis eggersii/thymidine_CID_5789.sdf
6001,Dian (DFS),9. Orchidaceae,Liparis eggersii,,,,nervosine _CID_185529.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Liparis eggersii/nervosine _CID_185529.sdf
6002,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,5-Nonanol_CID_12202.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/5-Nonanol_CID_12202.sdf
6003,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,2-octenoic acid_CID_5282714.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/2-octenoic acid_CID_5282714.sdf
6004,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,Pentadecanoic acid_CID_13849.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/Pentadecanoic acid_CID_13849.sdf
6005,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,Hexadecanoic acid_CID_985.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/Hexadecanoic acid_CID_985.sdf
6006,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,11-bromoundecanoic acid_CID_17812.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/11-bromoundecanoic acid_CID_17812.sdf
6007,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,Heptadecanoic acid_CID_10465.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/Heptadecanoic acid_CID_10465.sdf
6008,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,"1,2-benzenedicarboxylic acid_CID_1017.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/1,2-benzenedicarboxylic acid_CID_1017.sdf"
6009,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,L-(+)ascorbic acid_CID_521634.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/L-(+)ascorbic acid_CID_521634.sdf
6010,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,"1,E-11,Z-13-hexadecatriene_CID_5365704.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/1,E-11,Z-13-hexadecatriene_CID_5365704.sdf"
6011,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,"6,8-dodecadien-1-ol _CID_5365681.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/6,8-dodecadien-1-ol _CID_5365681.sdf"
6012,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,3-octanamine_CID_547362.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/3-octanamine_CID_547362.sdf
6013,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,5-tridecanol _CID_143577.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/5-tridecanol _CID_143577.sdf
6014,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,1-chloromethyl-2-fluorobenzene;_CID_9580.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/1-chloromethyl-2-fluorobenzene;_CID_9580.sdf
6015,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,2-propylthiophene_CID_73771.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/2-propylthiophene_CID_73771.sdf
6016,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,P-mesyloxyphenol _CID_572998.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/P-mesyloxyphenol _CID_572998.sdf
6017,Dian (DFS),9. Orchidaceae,Nervilia aragoana,,,,2-propyl-thiophene_CID_73771.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Nervilia aragoana/2-propyl-thiophene_CID_73771.sdf
6018,Dian (DFS),9. Orchidaceae,Phalaenopsis amabilis,,,,Phalaenopsine T_CID_442751.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Phalaenopsis amabilis/Phalaenopsine T_CID_442751.sdf
6019,Dian (DFS),9. Orchidaceae,Phalaenopsis amabilis,,,,Homospermidine_CID_368.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Phalaenopsis amabilis/Homospermidine_CID_368.sdf
6020,Dian (DFS),9. Orchidaceae,Arundina bambusifolia,,,,"2,6-Bis(4-hydroxybenzyl)-3,3'-dihydroxy-5-methoxybibenzyl_CID_67233527.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Arundina bambusifolia/2,6-Bis(4-hydroxybenzyl)-3,3'-dihydroxy-5-methoxybibenzyl_CID_67233527.sdf"
6021,Dian (DFS),9. Orchidaceae,Arundina bambusifolia,,,,"3,3'-Dihydroxy-2-(4-hydroxybenzyl)-5-methoxybibenzyl_CID_91542987.sdf","drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Arundina bambusifolia/3,3'-Dihydroxy-2-(4-hydroxybenzyl)-5-methoxybibenzyl_CID_91542987.sdf"
6022,Dian (DFS),9. Orchidaceae,Arundina bambusifolia,,,,Batatasin III_CID_10466989.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Arundina bambusifolia/Batatasin III_CID_10466989.sdf
6023,Dian (DFS),9. Orchidaceae,Arundina bambusifolia,,,,Flavanthrin_CID_102004681.sdf,drive/My Drive/Database Ligan Covid-19/Dian (DFS)/9. Orchidaceae/Arundina bambusifolia/Flavanthrin_CID_102004681.sdf
6024,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_160597.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_160597.sdf
6025,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_398793.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_398793.sdf
6026,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_78381113.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_78381113.sdf
6027,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_114840.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_114840.sdf
6028,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_5319512.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_5319512.sdf
6029,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_821347.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_821347.sdf
6030,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_235224.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_235224.sdf
6031,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_161899.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_161899.sdf
6032,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_10146.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_10146.sdf
6033,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_442169.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_442169.sdf
6034,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_10144.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_10144.sdf
6035,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_200480.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_200480.sdf
6036,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_200480 (1).sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_200480 (1).sdf
6037,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_289.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_289.sdf
6038,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_632135.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_632135.sdf
6039,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_5281643.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_5281643.sdf
6040,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_5280804.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_5280804.sdf
6041,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_71629.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_71629.sdf
6042,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_159654.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_159654.sdf
6043,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_27694.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_27694.sdf
6044,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_160644.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_160644.sdf
6045,Lovy (LP),Nelumbonaceae,001_Nelumbo nucifera,,,,Conformer3D_CID_31069.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nelumbonaceae/001_Nelumbo nucifera/Conformer3D_CID_31069.sdf
6046,Lovy (LP),Nygtaginaceae,Boerhavia diffusa,,,,Conformer3D_CID_100067.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nygtaginaceae/Boerhavia diffusa/Conformer3D_CID_100067.sdf
6047,Lovy (LP),Nygtaginaceae,Boerhavia diffusa,,,,Conformer3D_CID_11002377.sdf,drive/My Drive/Database Ligan Covid-19/Lovy (LP)/Nygtaginaceae/Boerhavia diffusa/Conformer3D_CID_11002377.sdf
